epoch,step,test_acc,train_acc,train_loss,val_acc,val_loss
0,49,,,1.820317029953003,,
0,99,,,1.543172836303711,,
0,149,,,1.552924394607544,,
0,199,,,1.5265018939971924,,
0,249,,,1.3052196502685547,,
0,299,,,1.1244806051254272,,
0,349,,,0.9733802080154419,,
0,399,,,1.1295125484466553,,
0,449,,,0.827265202999115,,
0,499,,,0.8130192160606384,,
0,549,,,0.7936589121818542,,
0,599,,,0.6373129487037659,,
0,649,,,0.6051717400550842,,
0,699,,,0.7171428203582764,,
0,749,,,0.6275888681411743,,
0,799,,,0.800711452960968,,
0,849,,,0.6967297792434692,,
0,859,,,,0.8209999799728394,0.5436291098594666
0,859,,0.6284545660018921,,,
1,899,,,0.542178750038147,,
1,949,,,0.37284791469573975,,
1,999,,,0.40957868099212646,,
1,1049,,,0.3730476200580597,,
1,1099,,,0.39002692699432373,,
1,1149,,,0.7159979343414307,,
1,1199,,,0.43177855014801025,,
1,1249,,,0.4518595337867737,,
1,1299,,,0.3576025366783142,,
1,1349,,,0.6066930890083313,,
1,1399,,,0.5659616589546204,,
1,1449,,,0.2481788545846939,,
1,1499,,,0.3259045481681824,,
1,1549,,,0.49006301164627075,,
1,1599,,,0.19017986953258514,,
1,1649,,,0.4346561133861542,,
1,1699,,,0.2711999714374542,,
1,1719,,,,0.897599995136261,0.32176998257637024
1,1719,,0.8537818193435669,,,
2,1749,,,0.3054635226726532,,
2,1799,,,0.3407405912876129,,
2,1849,,,0.37198126316070557,,
2,1899,,,0.1964845508337021,,
2,1949,,,0.30835720896720886,,
2,1999,,,0.13250721991062164,,
2,2049,,,0.42442354559898376,,
2,2099,,,0.33528032898902893,,
2,2149,,,0.38141313195228577,,
2,2199,,,0.31839659810066223,,
2,2249,,,0.2276344746351242,,
2,2299,,,0.2878483235836029,,
2,2349,,,0.2611424922943115,,
2,2399,,,0.3868085741996765,,
2,2449,,,0.14217592775821686,,
2,2499,,,0.21725015342235565,,
2,2549,,,0.18982462584972382,,
2,2579,,,,0.9323999881744385,0.22652778029441833
2,2579,,0.9019272923469543,,,
3,2599,,,0.21405620872974396,,
3,2649,,,0.3413504958152771,,
3,2699,,,0.202010378241539,,
3,2749,,,0.26962336897850037,,
3,2799,,,0.24232248961925507,,
3,2849,,,0.29774388670921326,,
3,2899,,,0.24719016253948212,,
3,2949,,,0.3142413794994354,,
3,2999,,,0.1812828630208969,,
3,3049,,,0.38845711946487427,,
3,3099,,,0.08045139163732529,,
3,3149,,,0.12639783322811127,,
3,3199,,,0.2013215720653534,,
3,3249,,,0.17007197439670563,,
3,3299,,,0.21782872080802917,,
3,3349,,,0.15139345824718475,,
3,3399,,,0.14434358477592468,,
3,3439,,,,0.9417999982833862,0.1891535520553589
3,3439,,0.9226545691490173,,,
4,3449,,,0.08052872121334076,,
4,3499,,,0.14825914800167084,,
4,3549,,,0.21424852311611176,,
4,3599,,,0.1902381330728531,,
4,3649,,,0.15727804601192474,,
4,3699,,,0.34766605496406555,,
4,3749,,,0.24560222029685974,,
4,3799,,,0.19099187850952148,,
4,3849,,,0.07832778245210648,,
4,3899,,,0.2705948054790497,,
4,3949,,,0.09812648594379425,,
4,3999,,,0.17984992265701294,,
4,4049,,,0.06399469822645187,,
4,4099,,,0.24452625215053558,,
4,4149,,,0.2969716191291809,,
4,4199,,,0.1096925139427185,,
4,4249,,,0.2445983737707138,,
4,4299,,,0.39668023586273193,,
4,4299,,,,0.9470000267028809,0.1664673537015915
4,4299,,0.935309112071991,,,
5,4349,,,0.1306988149881363,,
5,4399,,,0.3227519690990448,,
5,4449,,,0.19860748946666718,,
5,4499,,,0.14031249284744263,,
5,4549,,,0.3216809928417206,,
5,4599,,,0.1242971420288086,,
5,4649,,,0.21843381226062775,,
5,4699,,,0.15712618827819824,,
5,4749,,,0.30943289399147034,,
5,4799,,,0.1958228051662445,,
5,4849,,,0.15761888027191162,,
5,4899,,,0.16244742274284363,,
5,4949,,,0.15677876770496368,,
5,4999,,,0.21152783930301666,,
5,5049,,,0.22521927952766418,,
5,5099,,,0.14938919246196747,,
5,5149,,,0.0946904867887497,,
5,5159,,,,0.9534000158309937,0.15023010969161987
5,5159,,0.9424909353256226,,,
6,5199,,,0.0877407044172287,,
6,5249,,,0.2240699827671051,,
6,5299,,,0.26340070366859436,,
6,5349,,,0.12678954005241394,,
6,5399,,,0.19617335498332977,,
6,5449,,,0.27992427349090576,,
6,5499,,,0.176764577627182,,
6,5549,,,0.19121012091636658,,
6,5599,,,0.1085418164730072,,
6,5649,,,0.22586694359779358,,
6,5699,,,0.21079778671264648,,
6,5749,,,0.1368391364812851,,
6,5799,,,0.2017013132572174,,
6,5849,,,0.21331432461738586,,
6,5899,,,0.2482423484325409,,
6,5949,,,0.19921158254146576,,
6,5999,,,0.02850554883480072,,
6,6019,,,,0.9602000117301941,0.12256291508674622
6,6019,,0.9480363726615906,,,
7,6049,,,0.24026177823543549,,
7,6099,,,0.17767786979675293,,
7,6149,,,0.15430578589439392,,
7,6199,,,0.1261935979127884,,
7,6249,,,0.31103625893592834,,
7,6299,,,0.1467006802558899,,
7,6349,,,0.2758218050003052,,
7,6399,,,0.018670175224542618,,
7,6449,,,0.2295731157064438,,
7,6499,,,0.12230464071035385,,
7,6549,,,0.35083603858947754,,
7,6599,,,0.08660148084163666,,
7,6649,,,0.03569123148918152,,
7,6699,,,0.14155936241149902,,
7,6749,,,0.3251226544380188,,
7,6799,,,0.2365369200706482,,
7,6849,,,0.21299313008785248,,
7,6879,,,,0.9616000056266785,0.11830056458711624
7,6879,,0.9516909122467041,,,
8,6899,,,0.31544625759124756,,
8,6949,,,0.01958276703953743,,
8,6999,,,0.08949701488018036,,
8,7049,,,0.13878729939460754,,
8,7099,,,0.17115916311740875,,
8,7149,,,0.269375741481781,,
8,7199,,,0.054108280688524246,,
8,7249,,,0.03979891538619995,,
8,7299,,,0.39232030510902405,,
8,7349,,,0.22004780173301697,,
8,7399,,,0.03365204855799675,,
8,7449,,,0.06193378567695618,,
8,7499,,,0.2177087515592575,,
8,7549,,,0.08028765767812729,,
8,7599,,,0.25540825724601746,,
8,7649,,,0.19559505581855774,,
8,7699,,,0.07553727179765701,,
8,7739,,,,0.9635999798774719,0.11454285681247711
8,7739,,0.9569454789161682,,,
9,7749,,,0.17500357329845428,,
9,7799,,,0.03534935787320137,,
9,7849,,,0.17243053019046783,,
9,7899,,,0.343414306640625,,
9,7949,,,0.045777350664138794,,
9,7999,,,0.07284793257713318,,
9,8049,,,0.22342567145824432,,
9,8099,,,0.10518267005681992,,
9,8149,,,0.13012394309043884,,
9,8199,,,0.03496582806110382,,
9,8249,,,0.1062968522310257,,
9,8299,,,0.07240544259548187,,
9,8349,,,0.11882058531045914,,
9,8399,,,0.08744409680366516,,
9,8449,,,0.10258304327726364,,
9,8499,,,0.044456321746110916,,
9,8549,,,0.1372857689857483,,
9,8599,,,0.45328450202941895,,
9,8599,,,,0.9678000211715698,0.10660078376531601
9,8599,,0.9602545499801636,,,
10,8600,0.19050000607967377,,,,
10,8600,0.19050000607967377,,,,
