epoch,step,test_acc,train_acc,train_loss,val_acc,val_loss
0,49,,,2.2091281414031982,,
0,99,,,1.9818243980407715,,
0,149,,,1.9148145914077759,,
0,199,,,2.0236659049987793,,
0,249,,,1.7693092823028564,,
0,299,,,1.6165521144866943,,
0,349,,,1.5330013036727905,,
0,399,,,1.5542123317718506,,
0,449,,,1.508804440498352,,
0,499,,,1.4620603322982788,,
0,549,,,1.221980094909668,,
0,599,,,1.1468712091445923,,
0,649,,,1.1743967533111572,,
0,699,,,1.1727615594863892,,
0,749,,,1.2102882862091064,,
0,799,,,1.2041953802108765,,
0,849,,,0.8875648379325867,,
0,859,,,,0.6425999999046326,1.0438312292099
0,859,,0.45634546875953674,,,
1,899,,,1.0824326276779175,,
1,949,,,1.0178006887435913,,
1,999,,,1.1248432397842407,,
1,1049,,,0.9164357781410217,,
1,1099,,,1.0014984607696533,,
1,1149,,,0.9080073833465576,,
1,1199,,,1.1084342002868652,,
1,1249,,,0.6084269881248474,,
1,1299,,,0.9814472794532776,,
1,1349,,,1.2873035669326782,,
1,1399,,,1.0809807777404785,,
1,1449,,,0.856407880783081,,
1,1499,,,0.8112475275993347,,
1,1549,,,0.6272291541099548,,
1,1599,,,0.6987324357032776,,
1,1649,,,0.7338142395019531,,
1,1699,,,0.969616174697876,,
1,1719,,,,0.7608000040054321,0.7043306231498718
1,1719,,0.7010181546211243,,,
2,1749,,,0.6216059327125549,,
2,1799,,,1.104306697845459,,
2,1849,,,0.7350655794143677,,
2,1899,,,0.4709492623806,,
2,1949,,,0.8057137727737427,,
2,1999,,,0.6574227809906006,,
2,2049,,,0.8751736879348755,,
2,2099,,,0.7311680316925049,,
2,2149,,,0.7656018137931824,,
2,2199,,,0.7011623978614807,,
2,2249,,,0.4530934989452362,,
2,2299,,,0.7180025577545166,,
2,2349,,,0.8797624707221985,,
2,2399,,,0.6202343702316284,,
2,2449,,,0.7530059218406677,,
2,2499,,,0.45199331641197205,,
2,2549,,,0.48729509115219116,,
2,2579,,,,0.8266000151634216,0.5308061242103577
2,2579,,0.7785636186599731,,,
3,2599,,,0.4471795856952667,,
3,2649,,,0.40291619300842285,,
3,2699,,,0.6736345887184143,,
3,2749,,,0.39232322573661804,,
3,2799,,,0.4285569489002228,,
3,2849,,,0.49383801221847534,,
3,2899,,,0.6691232323646545,,
3,2949,,,0.5519750118255615,,
3,2999,,,0.793317973613739,,
3,3049,,,0.5038314461708069,,
3,3099,,,0.3888852000236511,,
3,3149,,,0.5844658017158508,,
3,3199,,,0.7844424843788147,,
3,3249,,,0.5115466117858887,,
3,3299,,,0.35652416944503784,,
3,3349,,,0.6909288763999939,,
3,3399,,,0.5292670726776123,,
3,3439,,,,0.8519999980926514,0.4431801736354828
3,3439,,0.8206363916397095,,,
4,3449,,,0.46607932448387146,,
4,3499,,,0.5716969966888428,,
4,3549,,,0.6368283629417419,,
4,3599,,,0.6471773982048035,,
4,3649,,,0.5170755386352539,,
4,3699,,,0.37525618076324463,,
4,3749,,,0.3015865385532379,,
4,3799,,,0.6841382384300232,,
4,3849,,,0.5354874730110168,,
4,3899,,,0.4246504008769989,,
4,3949,,,0.716360330581665,,
4,3999,,,0.6483947038650513,,
4,4049,,,0.45849233865737915,,
4,4099,,,0.5027980804443359,,
4,4149,,,0.5362194776535034,,
4,4199,,,0.5934024453163147,,
4,4249,,,0.43855100870132446,,
4,4299,,,0.29007986187934875,,
4,4299,,,,0.8727999925613403,0.39816659688949585
4,4299,,0.8467454314231873,,,
5,4349,,,0.46144792437553406,,
5,4399,,,0.4018341600894928,,
5,4449,,,0.47977033257484436,,
5,4499,,,0.4412006437778473,,
5,4549,,,0.42308756709098816,,
5,4599,,,0.4296726882457733,,
5,4649,,,0.29609760642051697,,
5,4699,,,0.5101969242095947,,
5,4749,,,0.4898141622543335,,
5,4799,,,0.41244983673095703,,
5,4849,,,0.6139798164367676,,
5,4899,,,0.38452497124671936,,
5,4949,,,0.28924524784088135,,
5,4999,,,0.6382119059562683,,
5,5049,,,0.3908188045024872,,
5,5099,,,0.4392918348312378,,
5,5149,,,0.39352867007255554,,
5,5159,,,,0.879800021648407,0.3699873983860016
5,5159,,0.8595272898674011,,,
6,5199,,,0.5273403525352478,,
6,5249,,,0.4468154311180115,,
6,5299,,,0.5327697396278381,,
6,5349,,,0.4886481761932373,,
6,5399,,,0.4066604673862457,,
6,5449,,,0.30661988258361816,,
6,5499,,,0.27422961592674255,,
6,5549,,,0.37207332253456116,,
6,5599,,,0.4164871573448181,,
6,5649,,,0.2541414499282837,,
6,5699,,,0.3375627100467682,,
6,5749,,,0.32232415676116943,,
6,5799,,,0.32945987582206726,,
6,5849,,,0.47648173570632935,,
6,5899,,,0.33765339851379395,,
6,5949,,,0.43422931432724,,
6,5999,,,0.33713623881340027,,
6,6019,,,,0.8971999883651733,0.321569561958313
6,6019,,0.8738909363746643,,,
7,6049,,,0.5247910618782043,,
7,6099,,,0.43492138385772705,,
7,6149,,,0.43050381541252136,,
7,6199,,,0.21501539647579193,,
7,6249,,,0.4898982048034668,,
7,6299,,,0.4039631485939026,,
7,6349,,,0.3104926347732544,,
7,6399,,,0.4191255569458008,,
7,6449,,,0.3530633747577667,,
7,6499,,,0.32584133744239807,,
7,6549,,,0.17695029079914093,,
7,6599,,,0.15124350786209106,,
7,6649,,,0.4580039978027344,,
7,6699,,,0.20168755948543549,,
7,6749,,,0.3768711984157562,,
7,6799,,,0.37251847982406616,,
7,6849,,,0.43394654989242554,,
7,6879,,,,0.9025999903678894,0.3035265803337097
7,6879,,0.8863818049430847,,,
8,6899,,,0.26361072063446045,,
8,6949,,,0.16431663930416107,,
8,6999,,,0.5407556295394897,,
8,7049,,,0.4832833409309387,,
8,7099,,,0.25101351737976074,,
8,7149,,,0.399393767118454,,
8,7199,,,0.36602795124053955,,
8,7249,,,0.5851414799690247,,
8,7299,,,0.3016347289085388,,
8,7349,,,0.3767704665660858,,
8,7399,,,0.5048705339431763,,
8,7449,,,0.35480546951293945,,
8,7499,,,0.16790074110031128,,
8,7549,,,0.40760916471481323,,
8,7599,,,0.5314151048660278,,
8,7649,,,0.29607805609703064,,
8,7699,,,0.20795100927352905,,
8,7739,,,,0.9124000072479248,0.27371296286582947
8,7739,,0.8919090628623962,,,
9,7749,,,0.4003109037876129,,
9,7799,,,0.32414859533309937,,
9,7849,,,0.20387046039104462,,
9,7899,,,0.33154672384262085,,
9,7949,,,0.28248530626296997,,
9,7999,,,0.34982046484947205,,
9,8049,,,0.5005280375480652,,
9,8099,,,0.42091605067253113,,
9,8149,,,0.2785639464855194,,
9,8199,,,0.30308201909065247,,
9,8249,,,0.34171441197395325,,
9,8299,,,0.2684914469718933,,
9,8349,,,0.46682703495025635,,
9,8399,,,0.334493488073349,,
