epoch,step,train_acc,train_loss,val_acc,val_loss
0,49,,1.3875720500946045,,
0,99,,0.9623823165893555,,
0,149,,0.7362011671066284,,
0,199,,0.8630772233009338,,
0,249,,0.3595826029777527,,
0,299,,0.7729269862174988,,
0,349,,1.1646302938461304,,
0,399,,0.8053320050239563,,
0,449,,0.8045098781585693,,
0,499,,0.263698011636734,,
0,549,,1.0404176712036133,,
0,599,,0.11421613395214081,,
0,649,,0.5114797353744507,,
0,699,,0.4312727749347687,,
0,749,,0.31640905141830444,,
0,799,,0.734248161315918,,
0,849,,0.6441229581832886,,
0,899,,0.16018274426460266,,
0,949,,0.15973776578903198,,
0,999,,0.44060036540031433,,
0,1049,,0.43713775277137756,,
0,1099,,0.09023789316415787,,
0,1149,,0.6700150966644287,,
0,1199,,0.3598211109638214,,
0,1249,,0.11026560515165329,,
0,1299,,0.4251805543899536,,
0,1349,,0.7134495973587036,,
0,1399,,0.461315780878067,,
0,1449,,0.6583263874053955,,
0,1499,,0.20753113925457,,
0,1549,,0.42709723114967346,,
0,1599,,0.7582401037216187,,
0,1649,,1.110798716545105,,
0,1699,,0.05370938032865524,,
0,1749,,0.24550707638263702,,
0,1799,,0.06264354288578033,,
0,1849,,0.15407614409923553,,
0,1899,,0.19888222217559814,,
0,1949,,0.022316444665193558,,
0,1999,,0.32855674624443054,,
0,2049,,0.3259432315826416,,
0,2099,,0.04632967710494995,,
0,2149,,0.17403770983219147,,
0,2199,,0.2190207690000534,,
0,2249,,0.9447727203369141,,
0,2299,,0.18263974785804749,,
0,2349,,0.16006596386432648,,
0,2399,,0.04795696958899498,,
0,2449,,0.6586377024650574,,
0,2499,,0.3372512757778168,,
0,2549,,0.24891409277915955,,
0,2599,,0.11828389763832092,,
0,2649,,0.053314294666051865,,
0,2699,,0.5153930187225342,,
0,2749,,0.3658462166786194,,
0,2799,,0.07328610122203827,,
0,2849,,0.1805134266614914,,
0,2899,,0.4056566655635834,,
0,2949,,0.30534374713897705,,
0,2999,,0.15936695039272308,,
0,3049,,0.6297757625579834,,
0,3099,,0.050182223320007324,,
0,3149,,0.2887519598007202,,
0,3199,,0.05004063621163368,,
0,3249,,0.03271118551492691,,
0,3299,,0.4343530237674713,,
0,3349,,0.03476708382368088,,
0,3399,,0.15794377028942108,,
0,3437,,,0.9639999866485596,0.12569978833198547
0,3437,0.8740363717079163,,,
1,3449,,0.18942682445049286,,
1,3499,,0.22606100142002106,,
1,3549,,0.10031592100858688,,
1,3599,,0.09781358391046524,,
1,3649,,0.33903783559799194,,
1,3699,,0.3230718672275543,,
1,3749,,0.022461479529738426,,
1,3799,,0.02732369862496853,,
1,3849,,0.19645559787750244,,
1,3899,,0.104341059923172,,
1,3949,,0.30572980642318726,,
1,3999,,0.39607152342796326,,
1,4049,,0.03744111210107803,,
1,4099,,0.18721631169319153,,
1,4149,,0.047299712896347046,,
1,4199,,0.01298036053776741,,
1,4249,,0.016642408445477486,,
1,4299,,0.20110802352428436,,
1,4349,,0.04777988791465759,,
1,4399,,0.03772291913628578,,
1,4449,,0.04274266958236694,,
1,4499,,0.011346152983605862,,
1,4549,,0.6570666432380676,,
1,4599,,0.10088814049959183,,
1,4649,,0.10963629931211472,,
1,4699,,0.07052773237228394,,
1,4749,,0.4980957806110382,,
1,4799,,0.01562495157122612,,
1,4849,,0.36670631170272827,,
1,4899,,0.03976580500602722,,
1,4949,,0.02155711129307747,,
1,4999,,0.13414731621742249,,
1,5049,,0.06901460886001587,,
1,5099,,0.8508204817771912,,
1,5149,,0.05079315975308418,,
1,5199,,0.3579513430595398,,
1,5249,,0.163198322057724,,
1,5299,,0.14312899112701416,,
1,5349,,0.02555018849670887,,
1,5399,,0.34356561303138733,,
1,5449,,0.34036970138549805,,
1,5499,,0.042769283056259155,,
1,5549,,0.11455021053552628,,
1,5599,,0.1750377118587494,,
1,5649,,0.034355513751506805,,
1,5699,,0.0843142494559288,,
1,5749,,0.10926279425621033,,
1,5799,,0.03238861262798309,,
1,5849,,0.09559524804353714,,
1,5899,,0.19154682755470276,,
1,5949,,0.2880723774433136,,
1,5999,,0.09535513818264008,,
1,6049,,0.0444493368268013,,
1,6099,,0.12339487671852112,,
1,6149,,0.22317954897880554,,
1,6199,,0.017878742888569832,,
1,6249,,0.3961826264858246,,
1,6299,,0.010129489004611969,,
1,6349,,0.15979334712028503,,
1,6399,,0.006505576428025961,,
1,6449,,0.04109290614724159,,
1,6499,,0.29251447319984436,,
1,6549,,0.16595041751861572,,
1,6599,,0.16442467272281647,,
1,6649,,0.37254777550697327,,
1,6699,,0.10986348241567612,,
1,6749,,0.13813968002796173,,
1,6799,,0.004944072104990482,,
1,6849,,0.15560029447078705,,
1,6875,,,0.9721999764442444,0.09203960746526718
1,6875,0.9553090929985046,,,
2,6899,,0.02925649657845497,,
2,6949,,0.19489893317222595,,
2,6999,,0.2750132977962494,,
2,7049,,0.01596105843782425,,
2,7099,,0.06277904659509659,,
2,7149,,0.1305149793624878,,
2,7199,,0.21935589611530304,,
2,7249,,0.692107081413269,,
2,7299,,0.07711534202098846,,
2,7349,,0.2448814958333969,,
2,7399,,0.07598793506622314,,
2,7449,,0.06783868372440338,,
2,7499,,0.09492148458957672,,
2,7549,,0.14756716787815094,,
2,7599,,0.38535693287849426,,
2,7649,,0.03315103054046631,,
2,7699,,0.04934891685843468,,
2,7749,,0.06526880711317062,,
2,7799,,0.022283924743533134,,
2,7849,,0.029180502519011497,,
2,7899,,0.264710009098053,,
2,7949,,0.0295476783066988,,
2,7999,,0.0270122941583395,,
2,8049,,0.03454500436782837,,
2,8099,,0.009946881793439388,,
2,8149,,0.8476586937904358,,
2,8199,,0.027950311079621315,,
2,8249,,0.007824971340596676,,
2,8299,,0.09800805151462555,,
2,8349,,0.02939397282898426,,
2,8399,,0.12678854167461395,,
2,8449,,0.02476528100669384,,
2,8499,,0.005852734670042992,,
2,8549,,0.08271263539791107,,
2,8599,,0.08691871166229248,,
2,8649,,0.001737243146635592,,
2,8699,,0.07777654379606247,,
2,8749,,0.020675184205174446,,
2,8799,,0.18299083411693573,,
2,8849,,0.058187756687402725,,
2,8899,,0.008966033346951008,,
2,8949,,0.0542815625667572,,
2,8999,,0.03295038267970085,,
2,9049,,0.040028512477874756,,
2,9099,,0.2490614652633667,,
2,9149,,0.011763921007514,,
2,9199,,0.02986561506986618,,
2,9249,,0.006860607303678989,,
2,9299,,0.1525978296995163,,
2,9349,,0.21683554351329803,,
2,9399,,0.010128642432391644,,
2,9449,,0.003019260708242655,,
2,9499,,0.00914750900119543,,
2,9549,,0.19065234065055847,,
2,9599,,0.021900160238146782,,
2,9649,,0.03273756057024002,,
2,9699,,0.15890029072761536,,
2,9749,,0.2625647187232971,,
2,9799,,0.0289694145321846,,
2,9849,,0.01748770847916603,,
2,9899,,0.015910537913441658,,
2,9949,,0.030521927401423454,,
