epoch,step,train_acc,train_loss,val_acc,val_loss
0,49,,1.981689691543579,,
0,99,,1.6864407062530518,,
0,149,,1.4099575281143188,,
0,199,,1.203618049621582,,
0,249,,0.9570874571800232,,
0,299,,1.2128204107284546,,
0,349,,0.7076777815818787,,
0,399,,0.9293521046638489,,
0,449,,0.9151290059089661,,
0,499,,0.6823567152023315,,
0,549,,0.82014399766922,,
0,599,,0.5994455218315125,,
0,649,,0.7988564968109131,,
0,699,,0.6993539333343506,,
0,749,,0.8052896857261658,,
0,749,,,0.815500020980835,0.5690920352935791
0,749,0.6320208311080933,,,
1,799,,0.7734423875808716,,
1,849,,0.4252185523509979,,
1,899,,0.610044538974762,,
1,949,,0.5197247862815857,,
1,999,,0.4406927824020386,,
1,1049,,0.416570782661438,,
1,1099,,0.3701096475124359,,
1,1149,,0.36846476793289185,,
1,1199,,0.29061850905418396,,
1,1249,,0.6423217058181763,,
1,1299,,0.24182386696338654,,
1,1349,,0.38623249530792236,,
1,1399,,0.26989826560020447,,
1,1449,,0.4940491318702698,,
1,1499,,0.7057039737701416,,
1,1499,,,0.8842499852180481,0.36476612091064453
1,1499,0.8378958106040955,,,
2,1549,,0.5602716207504272,,
2,1599,,0.23282313346862793,,
2,1649,,0.5589926242828369,,
2,1699,,0.5337343811988831,,
2,1749,,0.6364007592201233,,
2,1799,,0.5789462924003601,,
2,1849,,0.5407769680023193,,
2,1899,,0.3803856074810028,,
2,1949,,0.3344935178756714,,
2,1999,,0.32993921637535095,,
2,2049,,0.3397024869918823,,
2,2099,,0.20493055880069733,,
2,2149,,0.43495169281959534,,
2,2199,,0.4708021581172943,,
2,2249,,0.37570425868034363,,
2,2249,,,0.9149166941642761,0.28191938996315
2,2249,0.8820416927337646,,,
3,2299,,0.44651928544044495,,
3,2349,,0.29313647747039795,,
3,2399,,0.368198424577713,,
3,2449,,0.3492944538593292,,
3,2499,,0.18053549528121948,,
3,2549,,0.2974527180194855,,
3,2599,,0.2593395709991455,,
3,2649,,0.19250786304473877,,
3,2699,,0.16993248462677002,,
3,2749,,0.2079964429140091,,
3,2799,,0.15994317829608917,,
3,2849,,0.16897685825824738,,
3,2899,,0.24654141068458557,,
3,2949,,0.40666648745536804,,
3,2999,,0.22762717306613922,,
3,2999,,,0.9290000200271606,0.23104172945022583
3,2999,0.9055208563804626,,,
4,3049,,0.19819548726081848,,
4,3099,,0.19507384300231934,,
4,3149,,0.14089727401733398,,
4,3199,,0.4324720501899719,,
4,3249,,0.19956256449222565,,
4,3299,,0.6207910776138306,,
4,3349,,0.17605914175510406,,
4,3399,,0.22122831642627716,,
4,3449,,0.39915841817855835,,
4,3499,,0.0911007970571518,,
4,3549,,0.16891613602638245,,
4,3599,,0.21437424421310425,,
4,3649,,0.1754920482635498,,
4,3699,,0.15104170143604279,,
4,3749,,0.18372811377048492,,
4,3749,,,0.937666654586792,0.2038034051656723
4,3749,0.9218124747276306,,,
5,3799,,0.2394951581954956,,
5,3849,,0.36878979206085205,,
5,3899,,0.19243474304676056,,
5,3949,,0.16530431807041168,,
5,3999,,0.27572762966156006,,
5,4049,,0.18239720165729523,,
5,4099,,0.24176642298698425,,
5,4149,,0.13331054151058197,,
5,4199,,0.11718016862869263,,
5,4249,,0.2802148759365082,,
5,4299,,0.2001565545797348,,
5,4349,,0.14966870844364166,,
5,4399,,0.16457919776439667,,
5,4449,,0.1521674394607544,,
5,4499,,0.22276489436626434,,
5,4499,,,0.9423333406448364,0.18364086747169495
5,4499,0.9304791688919067,,,
6,4549,,0.1412970870733261,,
6,4599,,0.2906986176967621,,
6,4649,,0.2827788293361664,,
6,4699,,0.04575415328145027,,
6,4749,,0.1673639863729477,,
6,4799,,0.17837396264076233,,
6,4849,,0.27687954902648926,,
6,4899,,0.1810954362154007,,
6,4949,,0.2232946753501892,,
6,4999,,0.22658520936965942,,
6,5049,,0.1500035673379898,,
6,5099,,0.21759924292564392,,
6,5149,,0.269395649433136,,
6,5199,,0.16515687108039856,,
6,5249,,0.3018646538257599,,
6,5249,,,0.9496666789054871,0.16381269693374634
6,5249,0.9370208382606506,,,
7,5299,,0.17434650659561157,,
7,5349,,0.512570321559906,,
7,5399,,0.13026338815689087,,
7,5449,,0.18529340624809265,,
7,5499,,0.31860917806625366,,
7,5549,,0.11877340078353882,,
7,5599,,0.13612611591815948,,
7,5649,,0.2568618059158325,,
7,5699,,0.2489650845527649,,
7,5749,,0.1881827712059021,,
7,5799,,0.06574773788452148,,
7,5849,,0.11979798972606659,,
7,5899,,0.23437237739562988,,
7,5949,,0.10659600049257278,,
7,5999,,0.11031434684991837,,
7,5999,,,0.9555000066757202,0.1482965350151062
7,5999,0.9444791674613953,,,
8,6049,,0.35929423570632935,,
